id;price;area;rooms;floor;rent;outdoor;parking;build_year;status;district;max_floor
12441;790624;31.88;1;1;;;;2024;;Praga-Południe;5
12442;;82.48;4;7;;;garaż/miejsce parkingowe;;do wykończenia;Ursus;7
12443;645000;43.25;2;2;500;balkon;garaż/miejsce parkingowe;2010;do zamieszkania;Białołęka;2
12444;;65.25;4;;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;Praga-Północ;
12445;1472000;64.0;2;3;;balkon;garaż/miejsce parkingowe;1950;do zamieszkania;Mokotów;3
12446;1900000;124.43;4;1;2300;balkon;;2000;do zamieszkania;Ursynów;4
12447;;80.74;4;0;;taras, ogródek;garaż/miejsce parkingowe;;do wykończenia;Targówek;10
12448;720000;40.81;2;1;200;balkon;;2024;do wykończenia;Praga-Północ;7
12449;1611500;103.61;4;3;;balkon, taras;garaż/miejsce parkingowe;2026;do wykończenia;Bemowo;3
12450;1754624;58.88;2;0;;;;2025;;Mokotów;3
12451;695000;37.5;2;4;570;balkon;;1970;do zamieszkania;Żoliborz;10
12452;969000;53.0;2;0;700;ogródek;;2012;do zamieszkania;Bemowo;4
12453;1280000;78.0;3;1;1100;balkon;garaż/miejsce parkingowe;2007;;Praga-Południe;6
12455;590000;37.19;2;3;590;balkon;;1981;do remontu;Bielany;7
12456;;44.18;3;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;2
12457;;69.0;3;1;;balkon;;;do wykończenia;Wawer;1
12458;149000;23.0;1;;;;;;do remontu;Targówek;
12459;;44.34;2;2;;;garaż/miejsce parkingowe;;do wykończenia;Białołęka;3
12460;740000;25.87;1;;;balkon;;2015;do zamieszkania;Wola;
12461;;60.37;3;1;;balkon;garaż/miejsce parkingowe;2026;do wykończenia;Ursus;3
12462;1140000;38.0;1;0;440;ogródek, taras;garaż/miejsce parkingowe;2022;do zamieszkania;Wola;10
12463;668265;44.7;2;2;500;balkon;garaż/miejsce parkingowe;2004;do zamieszkania;Białołęka;3
12464;2357535;111.42;5;9;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Mokotów;9
12465;799000;48.6;3;7;799;balkon;;1968;do zamieszkania;Bielany;10
12466;949000;66.0;3;1;;;garaż/miejsce parkingowe;2023;;Ursus;7
12467;;54.6;3;2;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;Praga-Północ;7
12468;458000;21.0;1;1;;balkon;;1950;;Praga-Północ;6
12469;1040000;38.0;2;10;500;balkon;;2022;;Wola;27
12471;1294276;66.0;3;4;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;Mokotów;9
12472;1790589;85.1;4;7;;;garaż/miejsce parkingowe;2025;do wykończenia;Mokotów;9
12473;983851;42.99;1;2;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;Mokotów;9
12474;923847;37.11;2;7;;;garaż/miejsce parkingowe;2025;do wykończenia;Mokotów;9
12475;989424;40.0;2;7;;;garaż/miejsce parkingowe;2025;do wykończenia;Mokotów;9
12476;920056;34.45;1;2;;;;2025;do wykończenia;Mokotów;9
12477;875000;39.77;2;11;;balkon;garaż/miejsce parkingowe;2023;;Mokotów;12
12478;2300000;103.0;3;0;1160;;garaż/miejsce parkingowe;1930;do wykończenia;Śródmieście;6
12479;750000;42.0;2;8;620;balkon;;1971;do zamieszkania;Żoliborz;10
12480;881000;58.8;3;8;967;balkon;;1962;do zamieszkania;Mokotów;8
12481;1050000;37.0;2;9;350;balkon;;1965;;Śródmieście;9
12482;589000;36.9;2;;;;;;do remontu;Wola;
12483;1620000;66.12;3;2;;balkon;;2023;do zamieszkania;Wola;5
12484;;46.67;2;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Ursus;7
12485;882391;61.71;3;1;;;garaż/miejsce parkingowe;;do wykończenia;Ursus;7
12486;650000;46.0;3;2;670;balkon;garaż/miejsce parkingowe;1958;do remontu;Praga-Południe;4
12487;420000;22.0;1;0;425;balkon;;1961;do wykończenia;Wola;3
12488;978000;57.1;3;1;958;;garaż/miejsce parkingowe;2011;do zamieszkania;Praga-Południe;6
12489;620000;50.0;3;3;;balkon;garaż/miejsce parkingowe;2023;do wykończenia;Ursus;4
12490;980000;92.6;4;3;920;balkon;;2001;do zamieszkania;Białołęka;4
12491;465000;35.0;2;1;;balkon, ogródek, taras;garaż/miejsce parkingowe;;;Białołęka;2
12492;635000;41.8;2;3;350;balkon;;1971;do remontu;Mokotów;10
12493;1150000;52.0;2;0;900;balkon;garaż/miejsce parkingowe;2006;do zamieszkania;Mokotów;7
12494;1499000;90.0;4;0;;taras;garaż/miejsce parkingowe;;do zamieszkania;Wawer;1
12495;890000;52.0;2;3;817;balkon;garaż/miejsce parkingowe;2004;;Ursus;3
12496;530000;28.08;1;7;460;balkon;garaż/miejsce parkingowe;1976;do zamieszkania;Wola;10
12497;1395000;61.0;3;;;;garaż/miejsce parkingowe;1952;;Praga-Południe;
12498;1149000;97.7;4;1;;balkon;garaż/miejsce parkingowe;2016;do zamieszkania;Białołęka;3
12499;1069000;70.01;4;0;;;;1988;do zamieszkania;Targówek;10
12500;794500;54.0;3;0;650;ogródek;garaż/miejsce parkingowe;2023;do wykończenia;Białołęka;4
12501;870000;41.0;2;4;470;;;1954;;Śródmieście;4
12502;1280000;53.0;2;5;;;;1913;do zamieszkania;Śródmieście;6
12503;1540000;92.0;4;4;1320;balkon;;1955;do zamieszkania;Mokotów;4
12504;745000;36.02;1;1;630;balkon;;2016;do zamieszkania;Ursynów;6
12505;1250000;51.0;3;2;;balkon;;;do zamieszkania;Praga-Południe;6
12506;1550000;80.1;5;4;1200;balkon, ogródek;;1995;do zamieszkania;Bielany;4
12507;866345;63.73;3;4;;;garaż/miejsce parkingowe;;do wykończenia;Ursus;7
12508;;56.26;2;2;;balkon;;2025;do wykończenia;Praga-Północ;7
12509;;61.97;3;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;6
12510;614330;53.42;3;3;;balkon;;;do wykończenia;Rembertów;5
12511;1300000;49.45;2;4;;;garaż/miejsce parkingowe;2010;do zamieszkania;Śródmieście;8
12512;;80.03;4;5;;balkon;garaż/miejsce parkingowe;;do wykończenia;Ursus;7
12513;465000;36.13;2;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;2
12514;875000;53.6;2;0;583;balkon;garaż/miejsce parkingowe;2015;do zamieszkania;Ursynów;3
12515;;61.04;3;3;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;5
12516;929000;62.0;3;2;;balkon;;1963;do zamieszkania;Praga-Północ;8
12517;2490000;116.43;5;1;1650;balkon;;1911;do zamieszkania;Ochota;6
12518;1499000;90.0;4;0;;taras;garaż/miejsce parkingowe;;do zamieszkania;Wawer;1
12519;845000;56.3;3;7;600;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;Ursus;7
12520;3799369;180.0;4;;;balkon, taras;garaż/miejsce parkingowe;2000;do zamieszkania;Mokotów;
12521;;40.98;2;5;;;garaż/miejsce parkingowe;;do wykończenia;Ursus;6
12522;;55.03;3;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;6
12523;853094;63.38;3;2;;;garaż/miejsce parkingowe;;do wykończenia;Ursus;7
12524;645000;41.0;2;1;;balkon;;1975;;Bielany;10
12525;;61.04;3;5;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;5
12526;691220;64.6;3;0;;taras;garaż/miejsce parkingowe;2025;;Białołęka;5
12527;;69.0;3;1;;balkon;;;do wykończenia;Wawer;1
12528;700000;26.7;1;11;;;;1970;do zamieszkania;Śródmieście;15
12529;943300;57.7;3;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Włochy;7
12530;;57.51;2;2;;balkon;;2025;do wykończenia;Praga-Północ;7
12531;960000;32.0;2;10;;taras;;2018;do zamieszkania;Wola;11
12532;800000;59.19;3;1;;balkon;;2021;do remontu;Białołęka;4
12533;590000;37.19;2;3;590;;;1970;;Bielany;6
12534;725000;49.0;2;2;700;;;1978;do zamieszkania;Praga-Północ;4
12535;729000;51.0;3;6;;balkon;;;;Bielany;11
12536;895000;74.6;4;8;;balkon;;1978;;Bielany;12
12537;1859375;106.38;4;3;900;;;2023;do wykończenia;Mokotów;3
12538;669000;38.0;2;6;440;balkon;garaż/miejsce parkingowe;1965;do zamieszkania;Żoliborz;7
12539;1754756;72.73;3;1;;taras;garaż/miejsce parkingowe;2024;do wykończenia;Ochota;4
12541;572000;26.73;1;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Bielany;8
12542;;98.85;4;3;;taras, balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;3
12543;2500000;120.0;4;3;;;;1952;;Śródmieście;3
12544;6500000;262.0;4;6;;;;2005;do zamieszkania;Żoliborz;6
12545;;50.3;2;3;;balkon;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;6
12546;857341;63.38;3;3;;;garaż/miejsce parkingowe;;do wykończenia;Ursus;7
12547;1660000;83.0;3;3;1400;balkon;garaż/miejsce parkingowe;2002;do zamieszkania;Śródmieście;4
12548;1030000;96.0;3;3;;;;;;Targówek;4
12549;897600;58.1;2;0;;balkon;garaż/miejsce parkingowe;;do wykończenia;Praga-Południe;7
12550;897427;65.22;3;2;;balkon, taras;garaż/miejsce parkingowe;2023;do zamieszkania;Praga-Południe;4
12551;838462;60.82;2;4;;;garaż/miejsce parkingowe;2020;do zamieszkania;Włochy;5
12552;694278;53.82;3;1;;balkon;garaż/miejsce parkingowe;2023;do zamieszkania;Białołęka;3
12553;868000;59.7;3;3;;balkon;garaż/miejsce parkingowe;1989;do zamieszkania;Bemowo;3
12554;989000;45.56;2;;900;taras;garaż/miejsce parkingowe;2017;do zamieszkania;Wilanów;
12555;1450000;67.5;2;2;;;;1938;do zamieszkania;Śródmieście;2
12556;;60.93;3;3;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;5
12557;;58.97;3;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;2
12558;622444;51.02;3;0;;;garaż/miejsce parkingowe;2025;do wykończenia;Białołęka;5
12559;745500;47.0;2;4;770;balkon;garaż/miejsce parkingowe;1955;do zamieszkania;Praga-Południe;4
12560;1760000;94.53;4;2;;;garaż/miejsce parkingowe;2024;do wykończenia;Mokotów;5
12561;1599000;53.3;3;2;820;;;1970;do zamieszkania;Śródmieście;4
12562;;51.84;2;2;;balkon;;2025;do wykończenia;Praga-Północ;7
12563;;64.46;3;5;;;garaż/miejsce parkingowe;;do wykończenia;Ursus;6
12564;550000;19.0;1;5;405;;;1950;;Śródmieście;6
12565;920000;58.0;3;10;;;;;;Mokotów;17
12566;850000;40.6;1;2;;balkon;;1969;do zamieszkania;Śródmieście;4
12568;1399000;57.0;2;7;;balkon;;1956;do zamieszkania;Śródmieście;7
12569;815000;90.26;5;1;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;Ursus;2
12570;;155.88;5;3;;taras;garaż/miejsce parkingowe;;do wykończenia;Ochota;4
12571;917243;61.68;3;5;;;garaż/miejsce parkingowe;;do wykończenia;Ursus;7
12572;;58.97;3;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;2
12573;2530000;120.0;4;3;1400;taras;garaż/miejsce parkingowe;2010;;Wilanów;3
12574;1489000;91.47;4;1;900;balkon, taras;garaż/miejsce parkingowe;2023;;Mokotów;3
12575;1045000;81.0;4;11;;balkon;;1978;;Targówek;12
12576;965000;36.0;2;5;530;;;1950;do zamieszkania;Śródmieście;8
12577;2269000;118.3;5;1;643;balkon;garaż/miejsce parkingowe;2020;;Białołęka;2
12578;;65.25;4;1;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;Praga-Północ;7
12579;;60.67;3;3;;;garaż/miejsce parkingowe;;do wykończenia;Ursus;6
12580;830000;51.0;3;7;;;;1980;;Bielany;12
12581;1251576;56.66;3;5;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;Mokotów;9
12582;1472678;64.83;3;8;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;Mokotów;9
12583;857617;38.95;2;3;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;Mokotów;5
12584;1007000;73.0;4;1;;balkon;;2024;do wykończenia;Włochy;5
12585;1152600;58.32;3;6;;balkon;garaż/miejsce parkingowe;;do wykończenia;Praga-Południe;7
12586;1450000;82.16;4;4;1150;;garaż/miejsce parkingowe;2023;do wykończenia;Ursynów;6
12587;629000;37.0;2;7;700;;;;do zamieszkania;Mokotów;11
12588;;57.91;3;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Rembertów;2
12589;866000;90.26;5;1;;balkon, ogródek, taras;garaż/miejsce parkingowe;2025;do wykończenia;Śródmieście;2
12590;;44.18;3;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;2
12591;352000;18.55;1;7;457;balkon;;;do zamieszkania;Włochy;7
12593;838506;55.8;3;4;;balkon;garaż/miejsce parkingowe;;do wykończenia;Ursus;7
12594;740000;53.1;3;2;;balkon;;1973;do zamieszkania;Mokotów;4
12595;;74.6;3;1;;balkon;;;do wykończenia;Wawer;1
12596;719000;50.8;2;3;972;balkon;garaż/miejsce parkingowe;1990;do zamieszkania;Mokotów;3
12597;650000;45.3;3;1;550;balkon;;2006;do zamieszkania;Białołęka;5
12598;685000;27.0;2;8;;;;;;Wola;16
12599;986000;59.14;3;4;;balkon;garaż/miejsce parkingowe;;do wykończenia;Włochy;7
12600;775840;39.71;2;0;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Praga-Południe;5
12601;;59.22;3;1;;;garaż/miejsce parkingowe;;do wykończenia;Ursus;6
12602;879000;43.0;2;3;650;ogródek;garaż/miejsce parkingowe;1947;do zamieszkania;Mokotów;3
12603;1199000;80.6;4;0;;balkon;;2000;do zamieszkania;Bemowo;8
12604;;80.11;3;1;;;garaż/miejsce parkingowe;;do wykończenia;Wilanów;4
12605;1270000;67.0;3;0;941;balkon, ogródek;garaż/miejsce parkingowe;2021;do zamieszkania;Wilanów;4
12606;849000;39.54;1;4;500;balkon;garaż/miejsce parkingowe;2004;do zamieszkania;Ursynów;6
12607;530000;28.08;1;7;460;balkon;garaż/miejsce parkingowe;1976;do zamieszkania;Wola;10
12608;;73.03;3;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Wilanów;4
12609;995000;60.25;3;5;;balkon;garaż/miejsce parkingowe;;do wykończenia;Włochy;7
12610;806939;45.01;2;3;;balkon;garaż/miejsce parkingowe;;do wykończenia;Mokotów;3
12611;789446;36.38;2;1;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Mokotów;5
12612;805126;36.68;2;2;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Mokotów;5
12613;807636;36.38;2;3;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Mokotów;5
12614;905276;39.88;2;5;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Mokotów;5
12615;899828;39.64;2;5;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Mokotów;5
12616;870098;39.64;2;2;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Mokotów;5
12617;1470000;70.0;1;;890;balkon;garaż/miejsce parkingowe;2007;do zamieszkania;Ursynów;
12618;1850000;111.84;3;0;3400;;;1955;;Wola;5
12619;900000;81.4;3;3;;balkon;;1994;do remontu;Białołęka;4
12620;;74.6;3;1;;balkon;;;do wykończenia;Wawer;1
12621;;49.42;2;2;;;garaż/miejsce parkingowe;;do wykończenia;Ursus;6
12622;2075600;116.92;4;2;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Ursynów;4
12623;1151000;93.67;4;3;;taras;garaż/miejsce parkingowe;;do wykończenia;Białołęka;3
12624;950000;54.0;2;4;600;;garaż/miejsce parkingowe;2002;do zamieszkania;Włochy;4
12625;754066;59.61;3;2;;taras;garaż/miejsce parkingowe;2024;do wykończenia;Białołęka;2
12626;1032936;46.32;2;4;;;garaż/miejsce parkingowe;2024;;Bielany;7
12627;508808;38.87;1;0;;ogródek;garaż/miejsce parkingowe;2024;do wykończenia;Białołęka;2
12628;609000;45.0;2;3;700;balkon;garaż/miejsce parkingowe;2003;do zamieszkania;Białołęka;6
12629;;73.36;3;2;;;garaż/miejsce parkingowe;;do wykończenia;Wesoła;2
12630;674000;35.5;1;5;450;;;;do zamieszkania;Bemowo;5
12631;880000;61.46;3;3;550;;garaż/miejsce parkingowe;2024;do wykończenia;Ursus;3
12632;1562000;56.0;3;2;;;;;do zamieszkania;Śródmieście;5
12633;;51.84;3;2;;;garaż/miejsce parkingowe;;do wykończenia;Wesoła;2
12634;1100000;41.0;2;1;500;balkon;garaż/miejsce parkingowe;2016;do zamieszkania;Żoliborz;5
12635;;69.0;3;1;;balkon;;;do wykończenia;Wawer;1
12636;1194893;71.15;3;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Mokotów;3
12637;990000;71.9;3;2;630;;;1939;;Wawer;2
12638;979700;57.65;3;5;;balkon;garaż/miejsce parkingowe;;do wykończenia;Włochy;7
12639;750000;47.0;3;0;650;;;1965;;Mokotów;3
12640;728000;39.5;2;1;800;;garaż/miejsce parkingowe;1936;do zamieszkania;Bemowo;2
12641;825000;59.6;3;0;;;garaż/miejsce parkingowe;1995;;Praga-Południe;3
12642;2182000;83.86;4;0;;taras, ogródek;garaż/miejsce parkingowe;;do wykończenia;Żoliborz;7
12643;;27.42;1;1;;;garaż/miejsce parkingowe;;do wykończenia;Białołęka;4
12644;;115.15;2;3;;taras, balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;3
12645;;61.1;3;1;;;garaż/miejsce parkingowe;;do wykończenia;Ursus;6
12646;813335;45.92;2;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Mokotów;3
12647;1100000;81.4;3;3;800;balkon;;1994;;Białołęka;3
12648;725000;46.16;2;1;700;;garaż/miejsce parkingowe;2012;do zamieszkania;Włochy;5
12649;;74.59;4;5;;balkon;garaż/miejsce parkingowe;;do wykończenia;Ursus;7
12650;1650000;66.06;3;4;;;;;;Wola;22
12651;1012000;59.14;3;6;;balkon;garaż/miejsce parkingowe;;do wykończenia;Włochy;7
12652;;48.5;2;0;;taras, ogródek;garaż/miejsce parkingowe;;do wykończenia;Wola;9
12653;640101;55.42;3;2;;balkon;garaż/miejsce parkingowe;2024;;Rembertów;5
12654;749000;37.5;2;2;620;balkon;;1971;do zamieszkania;Praga-Południe;10
12655;382008;28.94;1;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;2
12656;1590000;126.61;4;;;;;1960;do remontu;Mokotów;
12657;749430;45.42;2;0;;ogródek;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;6
12658;;34.45;1;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Mokotów;2
12659;950000;39.99;2;2;850;balkon;garaż/miejsce parkingowe;2019;do zamieszkania;Wola;6
12660;1281364;69.7;3;;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Mokotów;
12661;675000;35.44;2;0;560;taras;;2019;do zamieszkania;Włochy;4
12662;;60.61;3;1;;balkon;garaż/miejsce parkingowe;2026;do wykończenia;Ursus;3
12663;674076;58.11;3;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;2
12664;1203182;70.51;3;3;;balkon;garaż/miejsce parkingowe;;do wykończenia;Mokotów;3
12665;1859375;106.4;4;3;;taras;garaż/miejsce parkingowe;2023;do wykończenia;Mokotów;3
12666;1199000;64.0;3;6;;balkon;garaż/miejsce parkingowe;2016;;Bemowo;6
12667;1127000;51.0;2;4;650;;garaż/miejsce parkingowe;1950;do zamieszkania;Żoliborz;4
12668;4850000;185.88;4;4;;;;1912;do wykończenia;Śródmieście;6
12669;3400000;103.0;4;3;2800;balkon, taras;garaż/miejsce parkingowe;2018;do zamieszkania;Mokotów;5
12670;1308000;65.4;3;1;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Włochy;2
12671;999500;55.95;3;7;;balkon;garaż/miejsce parkingowe;;do wykończenia;Włochy;7
12672;497000;39.0;2;1;390;balkon;;2017;do wykończenia;Białołęka;2
12673;497000;39.0;2;1;390;balkon;;2017;do wykończenia;Białołęka;2
12674;832400;45.62;2;4;;balkon;garaż/miejsce parkingowe;;do wykończenia;Praga-Południe;7
12675;649000;30.0;1;2;;;;;do wykończenia;Mokotów;5
12676;1687800;58.2;3;3;;;;2024;;Mokotów;4
12677;822630;32.26;2;0;;ogródek;;2023;;Wola;8
12678;1499000;90.0;4;0;;taras;garaż/miejsce parkingowe;;do zamieszkania;Wawer;1
12679;;76.11;4;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Ursus;7
12680;815000;90.26;5;1;;balkon, ogródek, taras;garaż/miejsce parkingowe;2025;do wykończenia;Śródmieście;2
12681;1250000;76.0;4;3;1200;;;1986;do remontu;Mokotów;3
12682;699000;44.0;2;6;500;balkon;;1978;do zamieszkania;Bielany;15
12683;685000;39.0;2;9;;balkon;;1980;do zamieszkania;Wola;10
12684;999000;33.0;2;5;;;;2017;;Wola;7
12685;1573719;94.62;4;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Mokotów;3
12686;516014;43.73;2;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;2
12687;;39.54;2;5;;balkon;garaż/miejsce parkingowe;;do wykończenia;Praga-Południe;5
12688;830000;63.5;3;3;860;balkon;;1986;do remontu;Praga-Południe;16
12689;1340000;74.57;3;1;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Wilanów;2
12690;1580000;115.0;5;4;1400;balkon;garaż/miejsce parkingowe;1990;do zamieszkania;Praga-Południe;5
12691;;54.86;3;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Praga-Południe;5
12692;899000;72.15;3;2;;balkon;;2024;do wykończenia;Targówek;3
12693;788000;44.0;2;3;;;;1936;do zamieszkania;Ochota;4
12694;1173387;70.55;3;0;;ogródek;garaż/miejsce parkingowe;;do wykończenia;Mokotów;3
12695;1859375;106.38;4;3;;taras;;2023;do wykończenia;Mokotów;3
12696;826000;63.6;3;10;1115;balkon;;1977;;Bemowo;13
12697;2300000;85.0;3;2;;;;2020;;Mokotów;4
12698;1830000;67.6;2;0;;;;2020;;Mokotów;4
12699;1225000;44.6;2;0;;;;2020;;Mokotów;4
12700;1490000;35.92;1;2;400;balkon;;2021;do zamieszkania;Śródmieście;4
12701;698000;48.0;2;4;630;balkon;;1962;do remontu;Wola;4
12702;820000;42.0;2;;400;balkon;;1965;do zamieszkania;Wola;
12703;1000000;91.0;4;0;500;balkon;;2023;do zamieszkania;Wawer;4
12704;1950000;85.3;3;4;1000;balkon;garaż/miejsce parkingowe;;do zamieszkania;Śródmieście;5
12705;4498000;157.24;4;2;;taras;garaż/miejsce parkingowe;2024;do wykończenia;Mokotów;4
12706;;86.0;4;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Włochy;10
12707;929000;64.0;3;2;353;balkon;garaż/miejsce parkingowe;2019;do zamieszkania;Wawer;2
12708;1273899;56.99;1;;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Mokotów;
12709;1720500;77.5;3;8;1200;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;Wola;14
12710;1800000;86.0;4;1;780;balkon, taras;garaż/miejsce parkingowe;2022;do zamieszkania;Wola;8
12711;674000;39.5;2;5;;;;2024;do wykończenia;Włochy;8
12712;1062088;61.85;3;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Mokotów;3
12713;1328485;79.55;4;1;;;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;5
12714;685000;33.0;2;0;;;;2019;do zamieszkania;Wola;4
12715;641000;29.09;1;2;;balkon;;2025;do wykończenia;Bielany;4
12716;465000;35.0;2;2;;balkon, ogródek, taras;garaż/miejsce parkingowe;2024;do wykończenia;Białołęka;2
12717;465000;35.0;2;2;;balkon, ogródek, taras;garaż/miejsce parkingowe;2024;do wykończenia;Białołęka;2
12718;465000;35.0;2;2;;balkon, ogródek, taras;garaż/miejsce parkingowe;2024;do wykończenia;Białołęka;2
12719;969000;74.6;3;0;1000;ogródek, taras;garaż/miejsce parkingowe;2009;do zamieszkania;Białołęka;3
12720;2966701;159.93;5;2;;balkon, ogródek;garaż/miejsce parkingowe;;do wykończenia;Mokotów;2
12721;1540000;112.0;3;3;1580;balkon;garaż/miejsce parkingowe;2005;do zamieszkania;Ursynów;8
12722;1259000;59.71;3;5;890;;garaż/miejsce parkingowe;1955;do zamieszkania;Mokotów;5
12723;1047000;76.87;4;1;208;;garaż/miejsce parkingowe;2021;do zamieszkania;Białołęka;1
12724;928000;43.98;2;1;700;balkon;garaż/miejsce parkingowe;1954;do zamieszkania;Ochota;4
12725;2706002;100.91;4;3;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Ochota;4
12726;1600005;81.0;3;2;;;;1930;;Wola;2
12727;1512000;63.0;4;6;700;balkon;;2019;do zamieszkania;Wola;11
12728;1999000;83.45;3;1;1100;;;2015;do zamieszkania;Wola;7
12729;699000;51.0;3;6;720;balkon;;1976;do zamieszkania;Bielany;12
12730;750000;37.14;2;10;;balkon;;1980;do remontu;Bemowo;10
12731;3150000;114.66;4;2;1150;balkon;garaż/miejsce parkingowe;1931;do zamieszkania;Śródmieście;7
12732;2750000;200.0;8;10;3500;balkon, taras;garaż/miejsce parkingowe;2009;do zamieszkania;Ursynów;11
12733;;67.24;3;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Praga-Południe;4
12734;920000;60.0;3;1;695;balkon;;;do zamieszkania;Włochy;4
12735;4500000;83.5;2;7;;;garaż/miejsce parkingowe;2009;do zamieszkania;Śródmieście;7
12736;813999;52.1;3;2;;balkon;garaż/miejsce parkingowe;2023;do wykończenia;Bielany;7
12737;580000;35.0;2;3;590;balkon;;1983;;Bielany;7
12739;1236000;65.06;3;2;850;balkon;garaż/miejsce parkingowe;2022;do zamieszkania;Białołęka;3
12740;1200000;73.0;3;5;;balkon;garaż/miejsce parkingowe;1983;do zamieszkania;Ursynów;10
12741;684320;52.64;2;2;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Bielany;2
12742;999000;60.85;3;2;;balkon;garaż/miejsce parkingowe;2024;;Bemowo;6
12743;1136770;73.34;4;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;6
12744;823000;42.36;2;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Bielany;8
12745;1549400;92.97;5;5;;balkon;;2024;do wykończenia;Praga-Południe;5
12746;1680000;93.5;3;2;;;garaż/miejsce parkingowe;2008;do zamieszkania;Mokotów;4
12747;;59.99;3;3;;;garaż/miejsce parkingowe;;do wykończenia;Mokotów;7
12748;850000;41.5;2;3;550;;;1950;do zamieszkania;Bielany;3
12749;1150000;66.6;6;4;1180;balkon;garaż/miejsce parkingowe;1977;do zamieszkania;Mokotów;4
12750;1000000;51.8;5;4;1100;balkon;;1974;do zamieszkania;Mokotów;4
12751;;72.03;4;0;;ogródek;garaż/miejsce parkingowe;;do wykończenia;Białołęka;3
12752;1045000;80.5;4;11;980;;;1978;do remontu;Targówek;12
12753;715000;55.0;3;5;;;;;do zamieszkania;Bielany;10
12754;860000;56.0;3;1;500;;garaż/miejsce parkingowe;2023;do wykończenia;Praga-Południe;5
12755;2025000;110.7;4;2;1245;balkon;;1999;do zamieszkania;Ursynów;4
12756;1420000;82.0;2;7;1200;balkon;garaż/miejsce parkingowe;2000;;Mokotów;21
12757;898848;31.21;1;1;;balkon;;2024;;Wola;8
12758;1049000;67.15;4;1;336;;;2021;do zamieszkania;Praga-Północ;1
12759;670582;55.42;3;3;;;;;;Rembertów;6
12760;888000;48.0;2;0;;;;1950;;Praga-Południe;4
