id;price;area;rooms;floor;rent;outdoor;parking;build_year;status;district;max_floor
4056;1721600;64.0;3;5;;;garaż/miejsce parkingowe;1956;do zamieszkania;Śródmieście;6
4057;1000000;37.0;1;6;600;balkon;;2020;do zamieszkania;Wola;27
4058;1950000;71.0;2;2;1300;balkon;garaż/miejsce parkingowe;2009;;Mokotów;10
4059;939000;66.5;3;1;850;balkon;garaż/miejsce parkingowe;2007;do zamieszkania;Białołęka;3
4060;480000;37.0;2;2;;;;2001;do remontu;Białołęka;6
4061;1230000;62.24;3;3;900;balkon, taras;garaż/miejsce parkingowe;2017;do zamieszkania;Mokotów;3
4062;754000;29.0;1;3;;balkon;garaż/miejsce parkingowe;2022;do zamieszkania;Wola;27
4063;1300000;65.47;3;3;;taras;garaż/miejsce parkingowe;2018;do zamieszkania;Praga-Południe;6
4064;1125000;66.25;3;4;743;balkon;garaż/miejsce parkingowe;2018;;Włochy;4
4065;2230000;81.7;3;5;;balkon;garaż/miejsce parkingowe;2008;;Mokotów;5
4066;970000;66.97;3;0;970;ogródek;;1984;do zamieszkania;Ursynów;3
4067;;126.55;4;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Mokotów;2
4068;;66.31;4;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;3
4069;1735000;71.63;3;5;;balkon;garaż/miejsce parkingowe;2015;do zamieszkania;Żoliborz;5
4070;1600000;67.64;3;2;1050;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;Wola;6
4071;395000;20.0;1;1;;;;;;Praga-Południe;7
4072;;97.08;5;6;;balkon;garaż/miejsce parkingowe;;do wykończenia;Ursynów;6
4073;850000;37.42;1;2;715;;;1947;do remontu;Śródmieście;4
4074;523000;27.0;1;0;460;;;1970;do zamieszkania;Ochota;4
4075;698000;42.86;2;1;650;balkon;;1963;do zamieszkania;Praga-Południe;4
4076;1723000;101.4;5;1;1250;balkon;garaż/miejsce parkingowe;2008;;Wola;8
4077;900000;90.0;3;1;;balkon;garaż/miejsce parkingowe;2023;;Wesoła;2
4078;600000;29.89;1;3;380;balkon, ogródek;;1964;do remontu;Mokotów;4
4079;1400000;92.19;4;0;;ogródek;garaż/miejsce parkingowe;;do wykończenia;Wawer;2
4080;780000;42.0;2;0;600;;;;do zamieszkania;Praga-Północ;5
4081;549000;34.7;2;9;670;;garaż/miejsce parkingowe;1975;;Bielany;12
4082;999000;114.05;5;0;;ogródek;garaż/miejsce parkingowe;2025;do wykończenia;Białołęka;2
4083;2199000;108.48;5;3;;balkon, taras;garaż/miejsce parkingowe;2022;do wykończenia;Bemowo;3
4084;;77.38;4;1;;ogródek;garaż/miejsce parkingowe;2025;do wykończenia;Wawer;2
4085;4300000;240.0;7;2;;balkon, taras;garaż/miejsce parkingowe;2021;;Mokotów;9
4086;2975000;135.0;3;3;;balkon;garaż/miejsce parkingowe;1998;do zamieszkania;Mokotów;5
4087;3290000;135.0;4;3;;taras;garaż/miejsce parkingowe;2020;;Praga-Południe;3
4088;3500000;103.59;3;4;;balkon, taras;garaż/miejsce parkingowe;;;Wilanów;4
4089;5900000;224.0;6;2;;balkon, taras;garaż/miejsce parkingowe;2015;do zamieszkania;Mokotów;2
4090;1130000;47.4;2;2;600;;;1950;do zamieszkania;Wola;3
4091;720000;37.9;2;0;632;;;1968;do zamieszkania;Mokotów;16
4092;600000;37.6;2;;840;;;1972;do remontu;Śródmieście;
4093;900000;38.81;2;1;;;;1905;do zamieszkania;Praga-Północ;4
4094;999000;50.0;2;6;800;balkon;garaż/miejsce parkingowe;;do zamieszkania;Mokotów;8
4095;928900;64.0;3;2;350;balkon;garaż/miejsce parkingowe;2021;do zamieszkania;Wawer;2
4096;515000;33.11;2;1;430;;garaż/miejsce parkingowe;2022;do zamieszkania;Białołęka;2
4097;690000;45.7;2;3;;balkon;;1964;do remontu;Ochota;7
4098;870000;56.0;3;0;;balkon, ogródek;;;do zamieszkania;Mokotów;10
4099;2280000;96.0;3;2;;;;;do zamieszkania;Ochota;3
4100;1275000;79.0;3;1;;balkon;garaż/miejsce parkingowe;2017;do zamieszkania;Targówek;3
4101;1580000;93.4;4;0;290;ogródek, taras;garaż/miejsce parkingowe;2000;do zamieszkania;Ursynów;2
4102;932000;49.0;2;10;500;balkon;garaż/miejsce parkingowe;2010;do zamieszkania;Mokotów;10
4103;836600;47.0;2;4;870;;;1975;do zamieszkania;Mokotów;4
4104;1050000;66.3;3;9;943;balkon;garaż/miejsce parkingowe;1990;do zamieszkania;Bemowo;11
4105;720000;40.81;2;1;200;balkon;;2024;do wykończenia;Praga-Północ;7
4106;825000;104.0;4;0;;ogródek, taras;garaż/miejsce parkingowe;;do zamieszkania;Śródmieście;1
4107;545000;38.37;2;3;310;;;2002;do zamieszkania;Białołęka;4
4108;735000;47.5;3;8;800;;;1966;do zamieszkania;Mokotów;10
4109;499000;28.37;1;2;400;;;2019;do zamieszkania;Ursus;4
4110;940000;53.0;2;2;750;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;Ochota;5
4111;810000;60.0;3;3;1000;balkon;;1976;do zamieszkania;Bemowo;3
4112;850000;63.4;3;3;579;balkon;garaż/miejsce parkingowe;2011;do zamieszkania;Białołęka;3
4113;599000;37.0;2;4;700;;;1964;do remontu;Bielany;4
4114;1180000;52.0;2;1;900;balkon;garaż/miejsce parkingowe;2016;do zamieszkania;Wilanów;4
4115;720000;53.5;3;8;760;balkon;;1975;do zamieszkania;Targówek;10
4116;789000;56.5;3;2;850;;;1970;;Praga-Północ;10
4117;799000;53.1;2;3;;balkon;garaż/miejsce parkingowe;2009;do zamieszkania;Ursus;6
4118;1190000;74.0;3;3;1200;balkon;garaż/miejsce parkingowe;2017;do zamieszkania;Białołęka;3
4119;850000;56.4;3;1;;balkon;;;do zamieszkania;Włochy;4
4120;980000;51.7;2;2;800;balkon;garaż/miejsce parkingowe;2007;do remontu;Ursynów;4
4121;760000;46.2;2;2;650;balkon;garaż/miejsce parkingowe;1991;do zamieszkania;Praga-Południe;4
4122;2350000;97.0;4;0;1000;ogródek;garaż/miejsce parkingowe;2024;do wykończenia;Wilanów;4
4123;550000;34.0;1;0;422;balkon, ogródek;;;do remontu;Targówek;10
4124;587500;33.78;1;1;370;balkon;;2023;do zamieszkania;Ursus;7
4125;575000;32.8;2;1;600;balkon;;1979;do remontu;Ursynów;10
4126;1720000;52.0;3;4;464;balkon;;1961;do zamieszkania;Śródmieście;7
4127;1190000;69.8;3;1;;balkon;garaż/miejsce parkingowe;2009;do zamieszkania;Wilanów;2
4128;885000;37.5;2;0;470;;;1960;do zamieszkania;Śródmieście;3
4129;1054000;61.81;3;0;1122;balkon;garaż/miejsce parkingowe;2004;do zamieszkania;Ursynów;5
4130;700000;37.2;1;7;700;;;1956;do zamieszkania;Śródmieście;8
4132;1800000;76.6;3;;1100;balkon;;2014;do zamieszkania;Mokotów;
4133;599000;27.37;1;2;;;;1950;do zamieszkania;Śródmieście;3
4134;749000;38.3;2;1;;balkon;garaż/miejsce parkingowe;2021;do zamieszkania;Bemowo;6
4135;899000;54.3;2;0;800;ogródek, taras;garaż/miejsce parkingowe;2010;do zamieszkania;Targówek;4
4136;800000;47.34;3;;;;;;;Praga-Południe;
4137;800000;51.7;2;2;500;balkon;;;do remontu;Ochota;7
4138;642000;38.0;2;4;680;balkon;;1976;do zamieszkania;Bielany;4
4139;845000;39.0;1;4;830;;;1952;do zamieszkania;Wola;5
4140;639000;38.2;2;0;800;ogródek;garaż/miejsce parkingowe;2022;do zamieszkania;Ursus;3
4141;1175000;51.32;2;;600;balkon;garaż/miejsce parkingowe;;;Śródmieście;
4142;930000;49.5;2;4;700;;;1956;do zamieszkania;Mokotów;4
4143;633000;30.0;2;9;;balkon;garaż/miejsce parkingowe;1973;do zamieszkania;Targówek;10
4144;1027000;60.42;3;5;800;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Bemowo;6
4145;;44.98;2;4;;balkon;garaż/miejsce parkingowe;;do wykończenia;Włochy;6
4146;395000;20.0;1;1;;;;;;Praga-Południe;7
4147;529000;36.5;2;8;550;;;1968;do remontu;Bielany;10
4149;2485000;108.0;3;10;1200;taras;garaż/miejsce parkingowe;2003;do zamieszkania;Śródmieście;12
4150;799000;42.0;2;3;750;balkon;;1978;do remontu;Ursynów;4
4151;3200000;148.0;5;2;1700;;garaż/miejsce parkingowe;2018;do zamieszkania;Mokotów;2
4152;2399000;97.0;3;4;;taras, balkon;garaż/miejsce parkingowe;2010;do zamieszkania;Wilanów;4
4153;850000;58.84;3;4;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Włochy;5
4154;;54.45;3;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Bemowo;6
4155;;51.27;3;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Ursynów;6
4156;;65.19;3;4;;balkon;garaż/miejsce parkingowe;;do wykończenia;Wawer;5
4157;1320000;88.0;3;2;1300;balkon;;1938;do zamieszkania;Praga-Północ;4
4158;1150000;52.45;2;1;760;balkon;garaż/miejsce parkingowe;2012;do zamieszkania;Bielany;8
4159;550000;20.87;1;0;498;;garaż/miejsce parkingowe;1964;do wykończenia;Wola;10
4160;510000;28.52;2;1;;balkon;garaż/miejsce parkingowe;2019;do zamieszkania;Białołęka;2
4161;815000;53.47;2;2;;balkon;;;do zamieszkania;Bemowo;3
4162;760500;50.7;3;9;860;balkon;;1970;;Bielany;10
4163;1890000;93.4;4;4;1800;balkon;garaż/miejsce parkingowe;2009;do zamieszkania;Mokotów;10
4164;2530000;117.0;4;2;700;taras, ogródek;garaż/miejsce parkingowe;2004;do zamieszkania;Wilanów;2
4165;2250000;97.0;3;;;taras, balkon;garaż/miejsce parkingowe;2018;do zamieszkania;Wilanów;
4166;512000;25.7;1;4;430;;;1970;do zamieszkania;Bielany;4
4167;1203811;36.59;2;0;644;;garaż/miejsce parkingowe;2020;do zamieszkania;Wola;6
4168;930000;60.7;2;0;800;taras;;2005;do zamieszkania;Targówek;6
4169;790000;52.4;2;2;837;balkon;;1987;do zamieszkania;Bemowo;8
4170;640000;38.0;2;2;600;balkon;;1970;do zamieszkania;Bielany;4
4171;1199000;58.0;3;2;600;balkon, taras;garaż/miejsce parkingowe;2024;do wykończenia;Wola;7
4172;720000;59.19;4;0;600;ogródek, taras;garaż/miejsce parkingowe;;;Białołęka;2
4173;1056000;32.0;1;2;600;;;1925;do zamieszkania;Śródmieście;4
4174;2376000;72.0;3;2;900;balkon;;192;do zamieszkania;Śródmieście;4
4175;3200000;262.0;8;0;600;ogródek, taras;;2021;do zamieszkania;Ursynów;1
4176;1199000;71.0;3;1;;balkon;garaż/miejsce parkingowe;2002;do zamieszkania;Ochota;3
4177;2500000;92.0;3;7;;balkon, taras;garaż/miejsce parkingowe;2023;do wykończenia;Wola;7
4178;439000;24.5;1;3;;;;1975;do remontu;Targówek;4
4179;;79.82;4;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Włochy;6
4180;;39.45;2;0;;ogródek;garaż/miejsce parkingowe;;do wykończenia;Targówek;6
4181;1558000;82.0;3;3;1400;balkon;garaż/miejsce parkingowe;1999;do zamieszkania;Wola;11
4182;649000;37.2;2;2;;;;1971;do remontu;Włochy;4
4183;750000;54.5;4;3;1010;balkon;;1970;do remontu;Targówek;4
4184;1500000;50.79;3;3;950;;;1932;do zamieszkania;Żoliborz;5
4185;1099000;66.2;4;3;1000;balkon;;1986;do remontu;Mokotów;3
4186;727000;40.0;2;1;;;garaż/miejsce parkingowe;1936;do zamieszkania;Bemowo;2
4187;960000;63.4;3;10;;balkon;garaż/miejsce parkingowe;1986;do zamieszkania;Ursynów;10
4188;900000;64.0;3;11;1100;balkon;;1975;do remontu;Targówek;12
4189;865000;62.34;3;3;700;;garaż/miejsce parkingowe;2023;do wykończenia;Białołęka;8
4190;719000;73.0;4;4;;;garaż/miejsce parkingowe;1986;do remontu;Rembertów;4
4191;999000;48.0;2;4;850;balkon;;1960;;Śródmieście;7
4192;899000;46.7;2;3;700;;;1960;do remontu;Wola;3
4193;670000;37.2;2;1;720;balkon;;1971;do remontu;Ochota;4
4194;1270000;67.01;3;1;790;;;2015;do zamieszkania;Mokotów;3
4195;1415000;74.59;4;2;1100;balkon;garaż/miejsce parkingowe;2021;do zamieszkania;Mokotów;3
4196;2290000;89.47;2;3;;;;1960;do zamieszkania;Śródmieście;3
4197;1099000;60.0;3;1;850;balkon, taras;;1980;do zamieszkania;Śródmieście;9
4198;609000;28.9;1;;;balkon;;1968;;Mokotów;
4199;1880000;78.0;3;5;1200;taras;garaż/miejsce parkingowe;2006;do zamieszkania;Mokotów;7
4200;590000;48.0;3;0;800;;;1;do remontu;Bielany;4
4201;1700000;70.92;3;3;;balkon;garaż/miejsce parkingowe;;;Ursynów;7
4202;2499000;114.46;4;4;;balkon;garaż/miejsce parkingowe;2015;do zamieszkania;Praga-Południe;5
4203;817000;53.0;2;5;730;balkon;;1938;do zamieszkania;Wola;5
4204;2150000;89.36;3;2;;;garaż/miejsce parkingowe;2009;;Mokotów;4
4205;930000;48.0;3;9;1000;;;;;Wola;15
4206;880000;45.0;2;11;740;balkon;garaż/miejsce parkingowe;2017;;Targówek;16
4207;1380000;78.89;4;4;800;balkon;garaż/miejsce parkingowe;2021;do zamieszkania;Białołęka;7
4208;899000;35.0;2;7;350;balkon;garaż/miejsce parkingowe;1970;do zamieszkania;Śródmieście;12
4209;1390000;62.0;3;2;;balkon;garaż/miejsce parkingowe;2017;do zamieszkania;Wola;11
4210;752909;40.7;2;3;450;;;2010;do zamieszkania;Targówek;9
4211;899000;68.74;5;10;1350;balkon;;1976;do zamieszkania;Bielany;12
4213;699000;48.0;2;3;600;balkon;;;;Wola;3
4214;879000;53.0;3;2;700;balkon;;1982;do zamieszkania;Bielany;16
4215;1090050;55.9;2;1;730;balkon;garaż/miejsce parkingowe;2006;do zamieszkania;Ursynów;4
4216;2000000;92.0;3;2;;balkon, taras;garaż/miejsce parkingowe;;do zamieszkania;Wilanów;4
4217;1475000;82.12;3;4;1200;;;1938;;Mokotów;4
4218;;50.47;3;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Włochy;6
4219;2495000;91.0;3;5;1100;balkon;garaż/miejsce parkingowe;1932;do zamieszkania;Śródmieście;6
4220;703067;35.33;2;1;;balkon;garaż/miejsce parkingowe;2024;;Ursynów;4
4221;630000;41.7;2;2;700;balkon;garaż/miejsce parkingowe;1972;do remontu;Mokotów;10
4222;650000;37.05;2;1;626;balkon;;1949;do zamieszkania;Wola;2
4223;1550000;105.78;4;3;;;garaż/miejsce parkingowe;1996;do zamieszkania;Wilanów;3
4224;799000;55.6;2;10;1050;balkon;garaż/miejsce parkingowe;1970;do zamieszkania;Wilanów;12
4225;615000;36.7;2;2;500;balkon;;2023;do zamieszkania;Rembertów;5
4226;545000;18.0;1;11;;balkon, taras;;2022;do zamieszkania;Wola;28
4227;1200000;49.0;3;3;;balkon;;;do wykończenia;Śródmieście;5
4228;1380000;79.0;3;9;1230;balkon;;1988;;Mokotów;10
4229;1620000;60.15;3;11;730;;garaż/miejsce parkingowe;2021;do zamieszkania;Wola;17
4230;780000;38.0;2;4;620;balkon;garaż/miejsce parkingowe;2021;do zamieszkania;Bemowo;4
4231;1200000;56.62;2;5;518;;garaż/miejsce parkingowe;2008;do zamieszkania;Mokotów;8
4232;929000;56.77;3;3;780;;;;do zamieszkania;Ursus;4
4233;849000;53.5;2;4;800;balkon, ogródek;garaż/miejsce parkingowe;2008;do zamieszkania;Mokotów;11
4234;850000;40.12;2;4;590;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;Wola;7
4235;1199000;86.56;3;2;950;balkon;garaż/miejsce parkingowe;2009;do zamieszkania;Białołęka;3
4236;1350000;69.48;2;4;1081;;;1936;;Ochota;4
4237;1090000;69.0;3;2;845;;garaż/miejsce parkingowe;2019;do zamieszkania;Targówek;3
4238;1580000;102.2;4;5;1260;balkon;garaż/miejsce parkingowe;2003;do zamieszkania;Praga-Południe;5
4239;1099000;42.0;2;3;896;;;1954;do zamieszkania;Śródmieście;3
4240;949000;49.29;2;5;860;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;Wola;7
4241;990000;44.96;2;0;836;ogródek;garaż/miejsce parkingowe;2023;do zamieszkania;Włochy;7
4242;1270000;68.8;3;4;919;balkon;garaż/miejsce parkingowe;2007;do zamieszkania;Bemowo;8
4243;2275000;96.0;4;3;1200;balkon;garaż/miejsce parkingowe;;;Wola;6
4244;1099000;40.76;1;0;680;;;1952;;Śródmieście;3
4245;759000;32.11;1;1;470;;garaż/miejsce parkingowe;1955;do zamieszkania;Wola;6
4246;1049000;67.73;3;5;940;balkon;garaż/miejsce parkingowe;2021;do zamieszkania;Targówek;6
4247;3180000;83.7;3;3;1200;balkon;;1961;;Śródmieście;7
4248;2636000;115.11;5;6;1550;taras;garaż/miejsce parkingowe;2019;do zamieszkania;Bemowo;6
4249;2600000;115.3;4;2;;balkon, taras;garaż/miejsce parkingowe;1998;;Mokotów;5
4250;649000;36.1;1;4;610;balkon, ogródek;;2002;do zamieszkania;Ochota;8
4251;3100000;135.0;3;3;;balkon, taras;garaż/miejsce parkingowe;1998;;Mokotów;5
4252;;50.86;1;4;;;;;do wykończenia;Wola;7
4253;;71.6;3;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Mokotów;2
4254;;43.73;2;3;;balkon;garaż/miejsce parkingowe;;do wykończenia;Mokotów;7
4255;2400000;103.0;4;2;1600;balkon, ogródek;garaż/miejsce parkingowe;1955;do wykończenia;Praga-Południe;2
4256;783000;36.5;1;3;540;balkon;;2016;do zamieszkania;Praga-Północ;5
4257;1600000;73.13;3;1;1500000;balkon;;2017;do zamieszkania;Wilanów;4
4258;1195000;39.0;2;3;;balkon;garaż/miejsce parkingowe;2019;do zamieszkania;Wilanów;4
4259;395000;25.2;1;7;;;;;do remontu;Ursus;8
4260;830000;38.67;2;4;600;;garaż/miejsce parkingowe;1955;do zamieszkania;Ochota;6
4261;2600000;183.0;5;4;1695;balkon, taras;garaż/miejsce parkingowe;2007;do zamieszkania;Ursynów;5
4262;2173000;83.6;4;3;;balkon, taras;garaż/miejsce parkingowe;2017;;Wola;6
4263;3300000;117.57;4;2;;balkon;;2024;;Praga-Południe;2
4265;580000;30.1;1;0;570;;;1960;do zamieszkania;Wola;3
4266;2660000;90.15;5;1;;balkon;;2024;;Praga-Południe;2
4267;798000;36.3;2;2;630;balkon;garaż/miejsce parkingowe;1967;do zamieszkania;Śródmieście;4
4268;950000;46.03;3;8;760;balkon;;1971;do zamieszkania;Śródmieście;10
4269;1280000;91.0;4;2;1000;balkon, ogródek, taras;garaż/miejsce parkingowe;2009;do zamieszkania;Ursus;4
4270;1528000;59.93;3;1;;;garaż/miejsce parkingowe;;do wykończenia;Żoliborz;7
4271;893000;45.0;2;5;620;balkon;garaż/miejsce parkingowe;2020;do zamieszkania;Wawer;5
4272;930000;47.0;2;1;750;balkon;garaż/miejsce parkingowe;2013;do zamieszkania;Bemowo;6
4273;675000;40.0;2;3;;balkon;garaż/miejsce parkingowe;2001;do zamieszkania;Praga-Południe;4
4274;949000;54.0;2;1;650;taras;;2007;do zamieszkania;Praga-Południe;10
4275;886000;61.0;2;5;900;;garaż/miejsce parkingowe;2002;do zamieszkania;Praga-Południe;5
4276;630000;32.15;2;3;400;balkon;;2022;do zamieszkania;Włochy;7
4277;999000;47.0;2;2;600;balkon;garaż/miejsce parkingowe;2017;;Praga-Południe;11
4278;899000;62.4;3;0;880;ogródek, taras;garaż/miejsce parkingowe;2019;do zamieszkania;Białołęka;5
4279;795000;61.29;3;4;1000;balkon;;1992;do remontu;Mokotów;5
4280;700000;33.27;2;2;;;garaż/miejsce parkingowe;2023;do wykończenia;Wilanów;2
4281;790000;42.0;2;4;470;;garaż/miejsce parkingowe;1954;do remontu;Ochota;5
4282;1590000;70.0;3;11;1100;ogródek, taras;garaż/miejsce parkingowe;2004;do zamieszkania;Wola;30
4283;1420000;82.16;4;4;850;balkon;garaż/miejsce parkingowe;2023;do wykończenia;Mokotów;6
4284;1195000;52.0;2;6;950;;;1955;do zamieszkania;Wola;6
4285;1139000;64.0;3;1;;;;;do zamieszkania;Wola;3
4286;;121.24;5;3;;balkon;garaż/miejsce parkingowe;;do wykończenia;Praga-Południe;3
4287;1149000;41.0;2;7;;balkon;;1961;do zamieszkania;Śródmieście;7
4288;1145000;68.0;4;3;950;balkon;;1960;do zamieszkania;Bielany;3
4289;575000;28.0;1;2;400;balkon;garaż/miejsce parkingowe;1980;;Mokotów;10
4290;995000;76.4;3;3;1100;balkon;garaż/miejsce parkingowe;2001;do zamieszkania;Praga-Południe;12
4291;225000;18.0;1;1;;;garaż/miejsce parkingowe;2025;;Ursus;2
4292;1050000;46.7;3;1;500;balkon;garaż/miejsce parkingowe;2022;do zamieszkania;Praga-Południe;7
4293;1031745;61.05;3;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Mokotów;11
4294;1839140;99.44;4;;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Mokotów;
4295;2800000;88.0;4;5;1000;taras;garaż/miejsce parkingowe;2021;do zamieszkania;Mokotów;6
4296;1430000;74.67;3;0;1250;ogródek, taras;;2014;do zamieszkania;Wilanów;4
4297;999999;54.7;3;1;;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;Wola;14
4298;1750000;84.5;3;1;900;;;1947;;Śródmieście;4
4299;739000;50.0;3;3;;balkon;;;do zamieszkania;Mokotów;4
4300;890000;49.4;2;3;;;;1957;do wykończenia;Śródmieście;3
4301;1113000;53.0;2;2;750;;garaż/miejsce parkingowe;2019;do zamieszkania;Wola;7
4302;1690000;83.0;2;5;1200;taras;garaż/miejsce parkingowe;2001;do zamieszkania;Wola;10
4303;599000;36.5;2;8;560;balkon;;1978;do zamieszkania;Bemowo;8
4304;1150000;69.7;4;2;1480;balkon;garaż/miejsce parkingowe;1975;do zamieszkania;Mokotów;4
4305;;33.52;2;0;;taras, ogródek;garaż/miejsce parkingowe;;do wykończenia;Bemowo;6
4306;2920000;108.0;3;0;;;;1928;;Śródmieście;4
4307;1655000;99.0;4;0;1700;;garaż/miejsce parkingowe;2001;do zamieszkania;Śródmieście;4
4308;690000;36.16;2;4;;balkon;garaż/miejsce parkingowe;2016;do zamieszkania;Praga-Południe;6
4309;638000;54.0;3;;;balkon, ogródek;garaż/miejsce parkingowe;2024;do wykończenia;Białołęka;
4310;555000;31.06;1;4;590;balkon;;;do remontu;Mokotów;10
4311;1730000;93.89;4;;1500;balkon;garaż/miejsce parkingowe;2023;do zamieszkania;Bemowo;
4312;466100;34.88;2;1;230;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Białołęka;2
4313;1279000;84.0;4;9;;balkon;;1976;do zamieszkania;Bielany;10
4314;465000;35.0;2;;;balkon;garaż/miejsce parkingowe;2024;;Białołęka;
4315;719000;40.0;2;11;;balkon;;1970;do remontu;Wola;15
4316;749000;52.0;2;1;650;balkon;garaż/miejsce parkingowe;2000;do remontu;Praga-Południe;2
4317;2340000;120.0;4;4;;balkon;garaż/miejsce parkingowe;2001;do wykończenia;Mokotów;4
4318;1080000;72.0;3;11;900;balkon;garaż/miejsce parkingowe;1977;do zamieszkania;Bemowo;12
4319;1472000;64.0;2;3;1000;balkon, ogródek;garaż/miejsce parkingowe;1950;do zamieszkania;Mokotów;3
4320;1990000;123.0;5;3;1000;balkon;garaż/miejsce parkingowe;1995;do remontu;Mokotów;3
4321;636000;32.01;2;;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Ursynów;
4322;899000;72.71;4;8;660;balkon;;1978;;Bielany;12
4323;849000;61.36;3;4;845;balkon, taras;garaż/miejsce parkingowe;2021;do zamieszkania;Białołęka;5
4324;3000000;160.0;4;11;;balkon, taras;garaż/miejsce parkingowe;2008;do zamieszkania;Śródmieście;17
4325;790000;35.0;1;4;900;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;Wola;7
4326;679000;47.0;2;6;699;balkon;;;do zamieszkania;Praga-Północ;10
4327;1750000;82.3;3;1;1090;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;Wola;7
4328;1990000;55.0;2;3;800;balkon, taras;garaż/miejsce parkingowe;2009;do zamieszkania;Śródmieście;6
4329;2400000;105.12;4;0;;ogródek;garaż/miejsce parkingowe;2025;do wykończenia;Bielany;2
4330;579000;33.0;1;2;600;taras;;2017;do zamieszkania;Ursus;8
4331;1200000;60.0;3;7;850;balkon;garaż/miejsce parkingowe;2019;do zamieszkania;Mokotów;7
4332;1070000;59.5;2;8;;;;2000;;Targówek;11
4333;890000;56.8;3;2;750;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;Bemowo;3
4334;950000;49.0;2;0;930;balkon, taras;garaż/miejsce parkingowe;2015;do zamieszkania;Praga-Południe;5
4335;719000;51.0;2;3;650;balkon;garaż/miejsce parkingowe;2007;do zamieszkania;Białołęka;7
4336;999000;56.0;3;2;;;;2019;do remontu;Mokotów;6
4337;399000;21.0;1;6;;;;1969;do remontu;Wola;9
4338;1750000;51.0;2;3;;;;2024;;Śródmieście;5
4339;1336000;64.0;2;2;;taras, balkon;garaż/miejsce parkingowe;2010;do zamieszkania;Wilanów;4
4340;1190000;38.0;1;0;250;;;;do remontu;Śródmieście;4
4341;729000;41.14;2;4;;balkon;garaż/miejsce parkingowe;2026;do remontu;Włochy;6
4342;870000;60.0;3;3;1000;balkon;garaż/miejsce parkingowe;1989;do zamieszkania;Bemowo;3
4343;679000;45.7;2;2;570;balkon;garaż/miejsce parkingowe;2019;do zamieszkania;Białołęka;4
4344;899000;53.5;2;9;870;balkon;garaż/miejsce parkingowe;2012;do zamieszkania;Mokotów;12
4345;685000;43.5;2;0;600;taras, ogródek;garaż/miejsce parkingowe;2015;do zamieszkania;Białołęka;3
4346;915000;43.7;2;2;825;balkon;garaż/miejsce parkingowe;2016;do zamieszkania;Wilanów;32
4347;939000;43.2;2;2;800;balkon;garaż/miejsce parkingowe;2016;do zamieszkania;Wilanów;3
4348;799000;38.53;2;0;;ogródek, taras;;2018;do zamieszkania;Bemowo;4
4349;575091;58.09;2;1;;balkon;garaż/miejsce parkingowe;;;Wesoła;3
4350;1190000;67.7;3;4;900;balkon;garaż/miejsce parkingowe;2006;do zamieszkania;Targówek;5
