id;price;area;rooms;floor;rent;outdoor;parking;build_year;status;address
8411;2 300 000 zł;80 m²;3;6/6;1 200 zł;balkon;garaż/miejsce parkingowe;2022;do zamieszkania;Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie
8412;1 095 000 zł;66 m²;3;1/3;1 350 zł;balkon;;1965;;ul. Stefana Żeromskiego, Stare Bielany, Bielany, Warszawa, mazowieckie
8413;1 953 000 zł;60,17 m²;2;7/15;700 zł;balkon;;2010;do zamieszkania;Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
8414;850 000 zł;56,8 m²;2;3/4;;balkon;;brak informacji;do zamieszkania;ul. Stefana Drzewieckiego, Okęcie, Włochy, Warszawa, mazowieckie
8415;760 000 zł;30,77 m²;2;parter/3;;;;1936;do wykończenia;ul. Drewniana, Powiśle, Śródmieście, Warszawa, mazowieckie
8416;839 958 zł;42 m²;2;4/4;550 zł;;;1950;do zamieszkania;Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
8418;799 000 zł;48 m²;2;parter/4;820 zł;balkon;;1980;do zamieszkania;ul. Józefa Elsnera, Służew, Mokotów, Warszawa, mazowieckie
8419;720 000 zł;36,24 m²;1;1/5;360 zł;balkon;;2008;do zamieszkania;ul. Obrońców Tobruku 31, Fort Bema, Bemowo, Warszawa, mazowieckie
8420;3 000 000 zł;137 m²;3;2;1 200 zł;balkon;garaż/miejsce parkingowe;1920;do wykończenia;Ksawerów, Mokotów, Warszawa, mazowieckie
8421;1 300 000 zł;67,9 m²;3;2/8;730 zł;balkon;garaż/miejsce parkingowe;2012;do zamieszkania;ul. Międzyborska, Gocław, Praga-Południe, Warszawa, mazowieckie
8422;669 000 zł;42 m²;2;3/4;860 zł;;garaż/miejsce parkingowe;1950;do wykończenia;Nowa Praga, Praga-Północ, Warszawa, mazowieckie
8423;519 000 zł;31 m²;1;parter/10;500 zł;ogródek;;1975;do zamieszkania;ul. Ostrzycka, Gocław, Praga-Południe, Warszawa, mazowieckie
8424;930 000 zł;77,8 m²;3;3/3;;balkon;;2007;do zamieszkania;ul. Smardzewska, Międzylesie, Wawer, Warszawa, mazowieckie
8425;475 000 zł;27 m²;1;3/4;500 zł;;;1968;do zamieszkania;ul. Toruńska, Bródno, Targówek, Warszawa, mazowieckie
8426;4 235 000 zł;119 m²;4;2/5;1 900 zł;balkon;;2008;;Stary Mokotów, Mokotów, Warszawa, mazowieckie
8427;1 500 000 zł;72,5 m²;3;2/5;;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie
8428;1 380 000 zł;77,88 m²;3;3/3;;balkon, taras;garaż/miejsce parkingowe;2001;do zamieszkania;ul. Pustułeczki, Stary Imielin, Ursynów, Warszawa, mazowieckie
8429;1 050 000 zł;49 m²;2;1/10;;;;1970;do zamieszkania;al. Aleja Jana Pawła II, Nowolipki, Wola, Warszawa, mazowieckie
8430;1 125 000 zł;60 m²;3;1/3;796 zł;;;1953;;ul. Lisowska, Stare Bielany, Bielany, Warszawa, mazowieckie
8431;709 000 zł;30 m²;1;parter/3;550 zł;;;1936;do zamieszkania;ul. Mała, Nowa Praga, Praga-Północ, Warszawa, mazowieckie
8432;949 000 zł;52,89 m²;3;6/11;;balkon;;1966;do zamieszkania;ul. Twarda, Mirów, Wola, Warszawa, mazowieckie
8433;2 920 000 zł;146,15 m²;4;1/3;1 990 zł;taras, balkon;garaż/miejsce parkingowe;brak informacji;do zamieszkania;Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie
8434;775 000 zł;54,4 m²;3;6/10;650 zł;balkon;;1986;do zamieszkania;ul. Josepha Conrada, Chomiczówka, Bielany, Warszawa, mazowieckie
8435;1 250 000 zł;59,26 m²;2;3/4;1 020 zł;balkon;;1936;do zamieszkania;ul. św. Franciszka Salezego, Solec, Śródmieście, Warszawa, mazowieckie
8436;1 450 000 zł;76,5 m²;3;6/6;1 000 zł;;garaż/miejsce parkingowe;1950;do wykończenia;ul. ks. Jerzego Popiełuszki, Stary Żoliborz, Żoliborz, Warszawa, mazowieckie
8437;2 630 000 zł;135 m²;5;1/2;;balkon;garaż/miejsce parkingowe;2019;do zamieszkania;ul. Syta, Zawady, Wilanów, Warszawa, mazowieckie
8438;2 182 000 zł;83,86 m²;4;parter/7;;taras, ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Anny German, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie
8439;2 990 000 zł;83 m²;3;2/5;800 zł;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;ul. Józefa Sierakowskiego, Stara Praga, Praga-Północ, Warszawa, mazowieckie
8440;815 000 zł;90,26 m²;5;1/2;;balkon, ogródek, taras;garaż/miejsce parkingowe;2025;do wykończenia;Okęcie, Włochy, Warszawa, mazowieckie
8441;523 000 zł;27,1 m²;2;> 10/11;270 zł;;;1986;do zamieszkania;al. Aleja Władysława Reymonta, Chomiczówka, Bielany, Warszawa, mazowieckie
8442;2 468 349 zł;85,1 m²;4;9/17;2 000 zł;;;2018;do zamieszkania;Grochów, Praga-Południe, Warszawa, mazowieckie
8443;635 000 zł;37,8 m²;2;3/10;650 zł;;;1970;do remontu;ul. Dymińska, Stary Żoliborz, Żoliborz, Warszawa, mazowieckie
8444;758 096 zł;62,72 m²;3;1/5;;;garaż/miejsce parkingowe;;do wykończenia;ul. Marywilska 60, Żerań, Białołęka, Warszawa, mazowieckie
8445;Zapytaj o cenę;83,52 m²;4;3/3;;taras;garaż/miejsce parkingowe;;do wykończenia;ul. Duninów, Henryków, Białołęka, Warszawa, mazowieckie
8446;Zapytaj o cenę;77,74 m²;4;2/6;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Lalki, Szamoty, Ursus, Warszawa, mazowieckie
8448;Zapytaj o cenę;78,2 m²;5;parter;;ogródek;;;do wykończenia;ul. Celulozy, Nadwiśle, Wawer, Warszawa, mazowieckie
8449;704 523 zł;66 m²;4;;;balkon;garaż/miejsce parkingowe;brak informacji;do wykończenia;Grodzisk, Białołęka, Warszawa, mazowieckie
8450;695 400 zł;54 m²;3;;;balkon;garaż/miejsce parkingowe;brak informacji;do wykończenia;Nowodwory, Białołęka, Warszawa, mazowieckie
8451;640 000 zł;33,1 m²;1;8/11;560 zł;;;2001;do zamieszkania;ul. Powstańców Śląskich, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie
8452;948 000 zł;62,5 m²;3;3/13;1 100 zł;balkon;;1980;;ul. Majdańska, Grochów, Praga-Południe, Warszawa, mazowieckie
8453;1 790 000 zł;78 m²;3;4/7;800 zł;balkon;garaż/miejsce parkingowe;2021;do zamieszkania;ul. Mariana Zdziechowskiego, Ksawerów, Mokotów, Warszawa, mazowieckie
8455;Zapytaj o cenę;61,1 m²;3;4/6;;;garaż/miejsce parkingowe;;do wykończenia;Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie
8456;Zapytaj o cenę;40,09 m²;2;2/8;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Pałuków, Tarchomin, Białołęka, Warszawa, mazowieckie
8457;Zapytaj o cenę;54,84 m²;3;3/3;;;garaż/miejsce parkingowe;;do wykończenia;ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie
8458;680 788 zł;27,54 m²;1;1/3;;;;;do wykończenia;ul. Darłowska 2, Grochów, Praga-Południe, Warszawa, mazowieckie
8459;919 173 zł;45,73 m²;3;4/4;650 zł;balkon;garaż/miejsce parkingowe;2023;do zamieszkania;"ul. Dywizjonu AK ""Jeleń"", Siekierki, Mokotów, Warszawa, mazowieckie"
8460;560 000 zł;31 m²;1;3/4;700 zł;;;1979;;ul. Ferdynanda Magellana, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie
8461;999 000 zł;70,3 m²;3;2/3;700 zł;;;2005;do zamieszkania;Dąbrówka Szlachecka, Białołęka, Warszawa, mazowieckie
8462;4 600 000 zł;271 m²;5;8/9;;taras;garaż/miejsce parkingowe;2000;do zamieszkania;ul. Gwiaździsta, Marymont-Potok, Żoliborz, Warszawa, mazowieckie
8463;2 490 000 zł;116 m²;5;1/5;;balkon;;1911;do zamieszkania;al. Aleje Jerozolimskie, Filtry, Ochota, Warszawa, mazowieckie
8464;3 950 000 zł;247,8 m²;5;parter/3;2 500 zł;ogródek;garaż/miejsce parkingowe;2000;do zamieszkania;al. Aleja Wilanowska, Stegny, Mokotów, Warszawa, mazowieckie
8465;1 240 000 zł;68,7 m²;2;3/3;1 275 zł;;garaż/miejsce parkingowe;2000;do remontu;ul. Smyczkowa, Służew, Mokotów, Warszawa, mazowieckie
8466;5 890 000 zł;179,05 m²;5;3/3;;balkon, taras;garaż/miejsce parkingowe;2014;do zamieszkania;al. Aleja Wilanowska, Stegny, Mokotów, Warszawa, mazowieckie
8467;999 000 zł;59,25 m²;3;3/5;;;;brak informacji;;ul. Instalatorów, Raków, Włochy, Warszawa, mazowieckie
8468;1 780 000 zł;80 m²;4;> 10/30;;;;2004;do zamieszkania;ul. Łucka, Mirów, Wola, Warszawa, mazowieckie
8469;1 223 490 zł;47,98 m²;2;> 10/22;;balkon;garaż/miejsce parkingowe;2009;do zamieszkania;ul. Grzybowska, Mirów, Wola, Warszawa, mazowieckie
8470;2 030 000 zł;108 m²;4;5/14;1 200 zł;balkon;garaż/miejsce parkingowe;2005;do zamieszkania;ul. Pejzażowa, Ksawerów, Mokotów, Warszawa, mazowieckie
8471;1 130 000 zł;68 m²;3;4/5;800 zł;balkon, ogródek;garaż/miejsce parkingowe;2005;do zamieszkania;ul. św. Wincentego, Zacisze, Targówek, Warszawa, mazowieckie
8472;1 580 000 zł;115 m²;5;4/5;1 400 zł;balkon;garaż/miejsce parkingowe;1990;do zamieszkania;ul. Ostrobramska, Grochów, Praga-Południe, Warszawa, mazowieckie
8473;Zapytaj o cenę;98,85 m²;4;3/3;;taras, balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie
8474;601 404 zł;43,58 m²;2;1/3;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Loteryjki, Wólka Węglowa, Bielany, Warszawa, mazowieckie
8475;Zapytaj o cenę;77,74 m²;4;5/6;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Lalki, Szamoty, Ursus, Warszawa, mazowieckie
8476;Zapytaj o cenę;58,46 m²;3;5/6;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Jutrzenki, Salomea, Włochy, Warszawa, mazowieckie
8477;Zapytaj o cenę;49,38 m²;3;1/3;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Duninów, Henryków, Białołęka, Warszawa, mazowieckie
8478;Zapytaj o cenę;115,45 m²;5;parter;;ogródek;;;do wykończenia;ul. Celulozy, Nadwiśle, Wawer, Warszawa, mazowieckie
8479;959 000 zł;56,64 m²;3;2/4;;;;1966;do zamieszkania;ul. Piaseczyńska, Sielce, Mokotów, Warszawa, mazowieckie
8480;750 000 zł;48 m²;2;parter/3;700 zł;balkon, ogródek, taras;;2020;do zamieszkania;Białołęka Dworska, Białołęka, Warszawa, mazowieckie
8481;2 495 000 zł;90,63 m²;3;5/6;1 500 zł;balkon;garaż/miejsce parkingowe;1932;do zamieszkania;ul. Koszykowa, Filtry, Ochota, Warszawa, mazowieckie
8482;1 015 000 zł;74,44 m²;4;1/2;1 070 zł;balkon;garaż/miejsce parkingowe;2019;do zamieszkania;ul. Piastowska, Czechowice, Ursus, Warszawa, mazowieckie
8483;590 000 zł;38,2 m²;2;1;;balkon;garaż/miejsce parkingowe;2001;;ul. Wyspowa, Zacisze, Targówek, Warszawa, mazowieckie
8484;830 000 zł;51,7 m²;2;parter/6;653 zł;ogródek, taras;;2015;do zamieszkania;ul. Aleksandra Prystora, Skorosze, Ursus, Warszawa, mazowieckie
8485;1 600 000 zł;82,2 m²;3;1/6;1 000 zł;balkon;garaż/miejsce parkingowe;2021;do zamieszkania;ul. Oławska, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie
8486;1 659 000 zł;86 m²;3;1/5;;balkon;garaż/miejsce parkingowe;2004;do zamieszkania;ul. Nugat, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie
8487;1 170 000 zł;62 m²;4;1/3;850 zł;balkon;garaż/miejsce parkingowe;1963;do remontu;ul. Pruszkowska, Rakowiec, Ochota, Warszawa, mazowieckie
8488;Zapytaj o cenę;84,85 m²;3;1/3;;;garaż/miejsce parkingowe;;do wykończenia;ul. Szwedzka, Nowa Praga, Praga-Północ, Warszawa, mazowieckie
8489;Zapytaj o cenę;66,43 m²;3;1/10;;;garaż/miejsce parkingowe;;do wykończenia;al. Aleja Krakowska, Raków, Włochy, Warszawa, mazowieckie
8490;952 881 zł;52,07 m²;2;9/11;;;garaż/miejsce parkingowe;;do wykończenia;ul. Powsińska, Sadyba, Mokotów, Warszawa, mazowieckie
8491;Zapytaj o cenę;60,29 m²;3;6/7;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Posag 7 Panien, Szamoty, Ursus, Warszawa, mazowieckie
8492;650 000 zł;37,9 m²;1;1/7;573 zł;balkon;garaż/miejsce parkingowe;1960;do zamieszkania;ul. Puławska, Stary Mokotów, Mokotów, Warszawa, mazowieckie
8493;1 330 000 zł;49,55 m²;2;4/7;1 400 zł;balkon;;1910;do zamieszkania;Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie
8494;Zapytaj o cenę;40,41 m²;2;1/4;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Pawła Włodkowica, Brzeziny, Białołęka, Warszawa, mazowieckie
8495;1 750 000 zł;60,65 m²;3;3/3;1 100 zł;;;1953;do zamieszkania;Nowe Miasto, Śródmieście, Warszawa, mazowieckie
8496;753 957 zł;62,72 m²;3;parter/5;;taras, ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Marywilska 60, Żerań, Białołęka, Warszawa, mazowieckie
8497;498 000 zł;28,57 m²;1;parter/3;400 zł;ogródek;;2010;do zamieszkania;ul. Kartograficzna 88, Grodzisk, Białołęka, Warszawa, mazowieckie
8498;2 065 000 zł;133,2 m²;4;3/4;1 880 zł;balkon;garaż/miejsce parkingowe;1999;do zamieszkania;Stegny, Mokotów, Warszawa, mazowieckie
8499;1 169 000 zł;60 m²;3;7/7;;balkon, taras;garaż/miejsce parkingowe;2024;do wykończenia;Stegny, Mokotów, Warszawa, mazowieckie
8500;1 099 000 zł;61,23 m²;3;2/6;900 zł;balkon;garaż/miejsce parkingowe;2022;do zamieszkania;Okęcie, Włochy, Warszawa, mazowieckie
8501;1 450 000 zł;64,9 m²;2;4/5;;;;1953;;ul. Lwowska, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie
8502;885 000 zł;60 m²;3;7/7;;;;1982;do zamieszkania;ul. Czerwonych Maków, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie
8503;1 349 000 zł;57,58 m²;2;2/3;690 zł;;;1957;do zamieszkania;ul. Freta, Nowe Miasto, Śródmieście, Warszawa, mazowieckie
8504;1 399 000 zł;90 m²;3;4/4;900 zł;;;1956;do zamieszkania;ul. Warecka, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
8505;866 000 zł;90,26 m²;5;1/2;;balkon, ogródek, taras;garaż/miejsce parkingowe;2025;do wykończenia;Okęcie, Włochy, Warszawa, mazowieckie
8506;1 120 000 zł;63,5 m²;3;2/4;900 zł;balkon;garaż/miejsce parkingowe;1994;;ul. Pasaż Ursynowski 7, Ursynów Północny, Ursynów, Warszawa, mazowieckie
8507;Zapytaj o cenę;40,14 m²;2;1/6;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Lalki, Szamoty, Ursus, Warszawa, mazowieckie
8508;Zapytaj o cenę;55,93 m²;3;1/3;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Duninów, Henryków, Białołęka, Warszawa, mazowieckie
8509;Zapytaj o cenę;77,78 m²;4;2/4;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Łopianowa, Żerań, Białołęka, Warszawa, mazowieckie
8510;Zapytaj o cenę;54,92 m²;3;2/6;;;garaż/miejsce parkingowe;;do wykończenia;ul. Piotra Wysockiego, Bródno, Targówek, Warszawa, mazowieckie
8511;899 000 zł;70 m²;3;2/13;1 400 zł;balkon;garaż/miejsce parkingowe;1977;do zamieszkania;ul. Rembielińska, Bródno, Targówek, Warszawa, mazowieckie
8512;826 000 zł;60 m²;3;6/7;;balkon, taras;garaż/miejsce parkingowe;2024;do wykończenia;Szamoty, Ursus, Warszawa, mazowieckie
8513;883 000 zł;64 m²;4;7/7;;balkon, taras;garaż/miejsce parkingowe;2024;do wykończenia;Gołąbki, Ursus, Warszawa, mazowieckie
8514;865 000 zł;64,5 m²;4;4/7;;balkon, taras;garaż/miejsce parkingowe;2024;do wykończenia;Szamoty, Ursus, Warszawa, mazowieckie
8515;590 000 zł;37,5 m²;2;parter/4;;;;1960;do remontu;ul. Stefana Żeromskiego, Słodowiec, Bielany, Warszawa, mazowieckie
8516;740 000 zł;54,4 m²;3;7/8;900 zł;balkon;;1976;do zamieszkania;ul. Josepha Conrada, Chomiczówka, Bielany, Warszawa, mazowieckie
8517;796 000 zł;55 m²;3;7/10;800 zł;balkon;garaż/miejsce parkingowe;1986;do zamieszkania;ul. Starej Baśni, Stare Bielany, Bielany, Warszawa, mazowieckie
8518;843 000 zł;79,54 m²;5;2/2;;;;2023;do zamieszkania;ul. Ostródzka, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie
8519;920 000 zł;62,7 m²;3;1/4;800 zł;;garaż/miejsce parkingowe;2003;;ul. Odkryta, Nowodwory, Białołęka, Warszawa, mazowieckie
8520;825 000 zł;59 m²;3;7/7;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Bródno, Targówek, Warszawa, mazowieckie
8521;707 000 zł;46 m²;2;7/7;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Bródno, Targówek, Warszawa, mazowieckie
8522;1 414 098 zł;81,27 m²;4;3/5;;;garaż/miejsce parkingowe;;do wykończenia;ul. Wybrzeże Puckie, Pelcowizna, Praga-Północ, Warszawa, mazowieckie
8523;760 979 zł;58,6 m²;3;5/5;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Marywilska 60, Żerań, Białołęka, Warszawa, mazowieckie
8524;Zapytaj o cenę;48,59 m²;2;1/10;;balkon;garaż/miejsce parkingowe;;do wykończenia;al. Aleja Krakowska, Raków, Włochy, Warszawa, mazowieckie
8525;Zapytaj o cenę;54,93 m²;3;1/3;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Pawła Włodkowica, Brzeziny, Białołęka, Warszawa, mazowieckie
8526;1 029 112 zł;55,93 m²;3;5/11;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Powsińska, Sadyba, Mokotów, Warszawa, mazowieckie
8527;672 000 zł;32 m²;1;2/2;550 zł;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;Górce, Bemowo, Warszawa, mazowieckie
8528;870 000 zł;64 m²;3;3/7;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Bródno, Targówek, Warszawa, mazowieckie
8529;791 013 zł;64,31 m²;3;1/3;;balkon, taras;garaż/miejsce parkingowe;2024;do wykończenia;Wólka Węglowa, Bielany, Warszawa, mazowieckie
8530;649 000 zł;48,5 m²;2;3/10;;balkon;;1976;do zamieszkania;ul. Krasnobrodzka, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie
8531;601 404 zł;43,58 m²;2;1/3;;balkon, taras;garaż/miejsce parkingowe;2024;do wykończenia;Wólka Węglowa, Bielany, Warszawa, mazowieckie
8532;874 950 zł;62,73 m²;3;3/10;740 zł;balkon;;1979;do remontu;ul. Symfonii, Ursynów Północny, Ursynów, Warszawa, mazowieckie
8533;929 000 zł;44,88 m²;2;2/4;500 zł;balkon;;1952;do zamieszkania;ul. Nowolipki, Nowolipki, Wola, Warszawa, mazowieckie
8534;917 000 zł;83,55 m²;4;parter/2;;balkon, ogródek, taras;garaż/miejsce parkingowe;2025;do wykończenia;Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
8536;725 000 zł;44 m²;2;2/3;750 zł;balkon, taras;;1950;do zamieszkania;Koło, Wola, Warszawa, mazowieckie
8537;729 000 zł;51 m²;2;6/10;;balkon;;1978;;ul. Lazurowa, Chrzanów, Bemowo, Warszawa, mazowieckie
8538;2 190 000 zł;64,5 m²;3;2/2;650 zł;;garaż/miejsce parkingowe;brak informacji;do zamieszkania;pl. Plac Grzybowski, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
8539;788 000 zł;44 m²;2;3/4;;;;1935;;ul. Kaliska, Stara Ochota, Ochota, Warszawa, mazowieckie
8540;660 150 zł;40,5 m²;2;3/7;;;garaż/miejsce parkingowe;;do wykończenia;ul. Wybrzeże Puckie, Pelcowizna, Praga-Północ, Warszawa, mazowieckie
8541;Zapytaj o cenę;62,85 m²;3;1/4;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Łopianowa, Żerań, Białołęka, Warszawa, mazowieckie
8542;Zapytaj o cenę;92,57 m²;4;7/11;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Przyokopowa, Czyste, Wola, Warszawa, mazowieckie
8543;Zapytaj o cenę;77,74 m²;4;parter/6;;ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Lalki, Szamoty, Ursus, Warszawa, mazowieckie
8544;Zapytaj o cenę;65,75 m²;4;3/5;;taras;garaż/miejsce parkingowe;;do wykończenia;ul. Chodakowska, Grochów, Praga-Południe, Warszawa, mazowieckie
8545;Zapytaj o cenę;61,1 m²;3;2/6;;;garaż/miejsce parkingowe;;do wykończenia;Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie
8546;Zapytaj o cenę;39,61 m²;2;2/8;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Pałuków, Tarchomin, Białołęka, Warszawa, mazowieckie
8547;Zapytaj o cenę;63,32 m²;3;3/3;;;garaż/miejsce parkingowe;;do wykończenia;ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie
8548;342 415 zł;16,79 m²;1;1/3;;;;;do wykończenia;ul. Darłowska 2, Grochów, Praga-Południe, Warszawa, mazowieckie
8549;1 500 000 zł;80 m²;3;1/3;;balkon;;2011;do zamieszkania;ul. Zygmunta Vogla, Wilanów Królewski, Wilanów, Warszawa, mazowieckie
8550;720 000 zł;52,9 m²;3;1/4;;;garaż/miejsce parkingowe;1981;do wykończenia;Ursynów-Centrum, Ursynów, Warszawa, mazowieckie
8551;Zapytaj o cenę;61,92 m²;3;6/7;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Posag 7 Panien, Szamoty, Ursus, Warszawa, mazowieckie
8552;Zapytaj o cenę;53,29 m²;2;1/10;;;garaż/miejsce parkingowe;;do wykończenia;al. Aleja Krakowska, Raków, Włochy, Warszawa, mazowieckie
8553;1 279 837 zł;75,73 m²;3;2/11;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Powsińska, Sadyba, Mokotów, Warszawa, mazowieckie
8554;1 349 000 zł;57,6 m²;2;2/3;690 zł;;;1957;do zamieszkania;ul. Freta, Nowe Miasto, Śródmieście, Warszawa, mazowieckie
8555;1 590 000 zł;53,2 m²;2;3/6;1 000 zł;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;ul. Zwycięzców, Saska Kępa, Praga-Południe, Warszawa, mazowieckie
8556;Zapytaj o cenę;54,96 m²;3;3/6;;;garaż/miejsce parkingowe;;do wykończenia;ul. Piotra Wysockiego, Bródno, Targówek, Warszawa, mazowieckie
8557;1 450 000 zł;69,18 m²;3;2/7;800 zł;;garaż/miejsce parkingowe;2017;do zamieszkania;ul. Cybernetyki, Służewiec, Mokotów, Warszawa, mazowieckie
8558;Zapytaj o cenę;104,83 m²;5;1/4;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Sarmacka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie
8559;1 611 500 zł;103,61 m²;4;3/3;;balkon, taras;garaż/miejsce parkingowe;2026;do wykończenia;Chrzanów, Bemowo, Warszawa, mazowieckie
8560;Zapytaj o cenę;39,45 m²;2;parter/6;;ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Piotra Wysockiego, Bródno, Targówek, Warszawa, mazowieckie
8561;Zapytaj o cenę;54,77 m²;3;1/5;;taras;garaż/miejsce parkingowe;;do wykończenia;ul. Chodakowska, Grochów, Praga-Południe, Warszawa, mazowieckie
8562;Zapytaj o cenę;55,83 m²;3;3/3;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Pawła Włodkowica, Brzeziny, Białołęka, Warszawa, mazowieckie
8563;667 800 zł;55,65 m²;2;1/3;;balkon, taras;garaż/miejsce parkingowe;2024;do wykończenia;Wólka Węglowa, Bielany, Warszawa, mazowieckie
8564;1 071 480 zł;106,8 m²;4;2/3;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;ul. Płochocińska, Szamocin, Białołęka, Warszawa, mazowieckie
8565;841 000 zł;59 m²;3;parter/3;600 zł;ogródek, taras;garaż/miejsce parkingowe;brak informacji;do wykończenia;ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie
8566;549 000 zł;26,17 m²;1;2/8;550 zł;;;1969;;ul. Okrąg, Solec, Śródmieście, Warszawa, mazowieckie
8567;644 192 zł;39,28 m²;2;3/8;;;garaż/miejsce parkingowe;;do wykończenia;ul. Wybrzeże Puckie, Pelcowizna, Praga-Północ, Warszawa, mazowieckie
8568;466 000 zł;35 m²;2;;;balkon, taras;garaż/miejsce parkingowe;2024;do wykończenia;Białołęka Dworska, Białołęka, Warszawa, mazowieckie
8569;694 000 zł;54 m²;3;;;balkon, ogródek, taras;garaż/miejsce parkingowe;2024;do wykończenia;Białołęka Dworska, Białołęka, Warszawa, mazowieckie
8570;536 480 zł;38,32 m²;2;parter/5;;ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie
8571;Zapytaj o cenę;89,97 m²;4;1/4;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Łopianowa, Żerań, Białołęka, Warszawa, mazowieckie
8572;Zapytaj o cenę;86,16 m²;4;1/4;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Podskarbińska, Grochów, Praga-Południe, Warszawa, mazowieckie
8573;Zapytaj o cenę;56,23 m²;3;3/5;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie
8574;1 150 000 zł;48 m²;2;8/10;720 zł;;garaż/miejsce parkingowe;2012;do zamieszkania;ul. Sokołowska, Młynów, Wola, Warszawa, mazowieckie
8575;1 530 000 zł;85 m²;3;3/8;850 zł;balkon;;1980;do remontu;ul. Wiktorska, Stary Mokotów, Mokotów, Warszawa, mazowieckie
8576;2 556 752 zł;128,48 m²;5;2/4;1 322 zł;balkon;;1938;;ul. Juliana Ursyna Niemcewicza, Stara Ochota, Ochota, Warszawa, mazowieckie
8577;1 360 000 zł;76,8 m²;3;parter/11;900 zł;balkon;garaż/miejsce parkingowe;brak informacji;do zamieszkania;ul. Gwiaździsta, Marymont-Potok, Żoliborz, Warszawa, mazowieckie
8578;399 000 zł;23 m²;1;;;;;2018;do wykończenia;Szczęśliwice, Ochota, Warszawa, mazowieckie
8579;1 473 454 zł;88,02 m²;4;1/3;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Polska, Siekierki, Mokotów, Warszawa, mazowieckie
